Year,GrandPrix,Sector,Team,Driver,Time
2018,Italy,1,Williams,S. Sirotkin,27.193
2018,Italy,1,Red Bull,D. Ricciardo,27.194
2018,Italy,1,McLaren,F. Alonso,27.203
2018,Italy,1,Racing Point,S. Perez,27.215
2018,Italy,1,Haas,K. Magnussen,27.267
2018,Italy,1,Renault,N. Hulkenberg,27.271
2018,Italy,1,McLaren,S. Vandoorne,27.313
2018,Italy,1,Toro Rosso,B. Hartley,27.344
2018,Italy,1,Sauber,C. Leclerc,27.399
2018,Italy,1,Sauber,M. Ericsson,27.425
2018,Italy,2,Mercedes,V. Bottas,26.52
2018,Italy,2,Mercedes,L. Hamilton,26.54
2018,Italy,2,Ferrari,S. Vettel,26.548
2018,Italy,2,Ferrari,K. Raikkonen,26.594
2018,Italy,2,Red Bull,M. Verstappen,26.854
2018,Italy,2,Red Bull,D. Ricciardo,27.152
2018,Italy,2,Williams,L. Stroll,27.231
2018,Italy,2,Toro Rosso,P. Gasly,27.241
2018,Italy,2,Racing Point,E. Ocon,27.302
2018,Italy,2,Haas,R. Grosjean,27.304
2018,Italy,2,Williams,S. Sirotkin,27.369
2018,Italy,2,Haas,K. Magnussen,27.382
2018,Italy,2,Sauber,C. Leclerc,27.407
2018,Italy,2,Renault,N. Hulkenberg,27.416
2018,Italy,2,Toro Rosso,B. Hartley,27.478
2018,Italy,2,Racing Point,S. Perez,27.479
2018,Italy,2,Sauber,M. Ericsson,27.514
2018,Italy,2,McLaren,F. Alonso,27.589
2018,Italy,2,McLaren,S. Vandoorne,27.597
2018,Italy,3,Ferrari,K. Raikkonen,26.006
2018,Italy,3,Ferrari,S. Vettel,26.128
2018,Italy,3,Mercedes,L. Hamilton,26.19
2018,Italy,3,Mercedes,V. Bottas,26.306
2018,Italy,3,Red Bull,M. Verstappen,26.609
2018,Italy,3,Haas,R. Grosjean,26.636
2018,Italy,3,Racing Point,E. Ocon,26.886
2018,Italy,3,Red Bull,D. Ricciardo,26.934
2018,Italy,3,Haas,K. Magnussen,26.988
2018,Italy,3,Toro Rosso,P. Gasly,27.012
2018,Italy,3,McLaren,F. Alonso,27.058
2018,Italy,3,Sauber,C. Leclerc,27.083
2018,Italy,3,Williams,S. Sirotkin,27.09
2018,Italy,3,Racing Point,S. Perez,27.096
2018,Italy,3,Sauber,M. Ericsson,27.109
2018,Italy,3,Toro Rosso,B. Hartley,27.112
2018,Italy,3,Renault,N. Hulkenberg,27.114
2018,Italy,3,McLaren,S. Vandoorne,27.131
2018,Italy,3,Williams,L. Stroll,27.131
2018,Japan,1,Mercedes,V. Bottas,30.895
2018,Japan,1,Mercedes,L. Hamilton,30.913
2018,Japan,1,Ferrari,S. Vettel,31.268
2018,Japan,1,Red Bull,M. Verstappen,31.361
2018,Japan,1,Haas,R. Grosjean,31.418
2018,Japan,1,Ferrari,K. Raikkonen,31.46
2018,Japan,1,Racing Point,S. Perez,31.671
2018,Japan,1,Toro Rosso,P. Gasly,31.703
2018,Japan,1,Haas,K. Magnussen,31.757
2018,Japan,1,Racing Point,E. Ocon,31.794
2018,Japan,1,Sauber,C. Leclerc,31.803
2018,Japan,1,Toro Rosso,B. Hartley,31.818
2018,Japan,1,Williams,L. Stroll,31.936
2018,Japan,1,Red Bull,D. Ricciardo,31.963
2018,Japan,1,Williams,S. Sirotkin,31.963
2018,Japan,1,McLaren,F. Alonso,32.065
2018,Japan,1,Renault,N. Hulkenberg,32.106
2018,Japan,1,McLaren,S. Vandoorne,32.204
2018,Japan,1,Sauber,M. Ericsson,32.521
2018,Japan,2,Mercedes,L. Hamilton,39.588
2018,Japan,2,Ferrari,S. Vettel,39.681
2018,Japan,2,Mercedes,V. Bottas,39.708
2018,Japan,2,Ferrari,K. Raikkonen,39.882
2018,Japan,2,Red Bull,M. Verstappen,40.04
2018,Japan,2,Red Bull,D. Ricciardo,40.195
2018,Japan,2,Sauber,C. Leclerc,40.215
2018,Japan,2,Racing Point,E. Ocon,40.258
2018,Japan,2,Racing Point,S. Perez,40.367
2018,Japan,2,Toro Rosso,B. Hartley,40.401
2018,Japan,2,Toro Rosso,P. Gasly,40.442
2018,Japan,2,Renault,N. Hulkenberg,40.443
2018,Japan,2,Haas,R. Grosjean,40.552
2018,Japan,2,Williams,S. Sirotkin,40.702
2018,Japan,2,Williams,L. Stroll,40.71
2018,Japan,2,Haas,K. Magnussen,40.743
2018,Japan,2,McLaren,F. Alonso,40.808
2018,Japan,2,McLaren,S. Vandoorne,40.914
2018,Japan,2,Sauber,M. Ericsson,41.05
2018,Japan,3,Ferrari,K. Raikkonen,17.199
2018,Japan,3,Mercedes,L. Hamilton,17.253
2018,Japan,3,Mercedes,V. Bottas,17.287
2018,Japan,3,Ferrari,S. Vettel,17.33
2018,Japan,3,Red Bull,M. Verstappen,17.441
2018,Japan,3,Racing Point,E. Ocon,17.466
2018,Japan,3,Haas,R. Grosjean,17.501
2018,Japan,3,Racing Point,S. Perez,17.529
2018,Japan,3,Toro Rosso,B. Hartley,17.573
2018,Japan,3,Haas,K. Magnussen,17.577
2018,Japan,3,Sauber,C. Leclerc,17.578
2018,Japan,3,Toro Rosso,P. Gasly,17.625
2018,Japan,3,Sauber,M. Ericsson,17.642
2018,Japan,3,Red Bull,D. Ricciardo,17.648
2018,Japan,3,Renault,N. Hulkenberg,17.671
2018,Japan,3,Williams,L. Stroll,17.671
2018,Japan,3,McLaren,F. Alonso,17.7
2018,Japan,3,Williams,S. Sirotkin,17.707
2018,Japan,3,McLaren,S. Vandoorne,17.83
2018,Mexico,1,Ferrari,S. Vettel,24.556
2018,Mexico,1,Ferrari,K. Raikkonen,24.611
2018,Mexico,1,Mercedes,L. Hamilton,24.729
2018,Mexico,1,Mercedes,V. Bottas,24.769
2018,Mexico,1,Haas,R. Grosjean,24.959
2018,Mexico,1,Red Bull,D. Ricciardo,24.984
2018,Mexico,1,Sauber,C. Leclerc,25.028
2018,Mexico,1,Haas,K. Magnussen,25.046
2018,Mexico,1,Racing Point,E. Ocon,25.184
2018,Mexico,1,Red Bull,M. Verstappen,25.213
2018,Mexico,1,Renault,N. Hulkenberg,25.274
2018,Mexico,1,McLaren,F. Alonso,25.303
2018,Mexico,1,Racing Point,S. Perez,25.348
2018,Mexico,1,Sauber,M. Ericsson,25.404
2018,Mexico,1,Williams,L. Stroll,25.417
2018,Mexico,1,Williams,S. Sirotkin,25.459
2018,Mexico,1,McLaren,S. Vandoorne,25.479
2018,Mexico,1,Toro Rosso,P. Gasly,25.641
2018,Mexico,1,Toro Rosso,B. Hartley,25.705
2018,Mexico,2,Mercedes,L. Hamilton,36.845
2018,Mexico,2,Ferrari,K. Raikkonen,36.869
2018,Mexico,2,Ferrari,S. Vettel,36.886
2018,Mexico,2,Mercedes,V. Bottas,36.986
2018,Mexico,2,Racing Point,E. Ocon,37.629
2018,Mexico,2,Renault,N. Hulkenberg,37.695
2018,Mexico,2,Red Bull,D. Ricciardo,37.705
2018,Mexico,2,Toro Rosso,P. Gasly,37.707
2018,Mexico,2,Racing Point,S. Perez,37.718
2018,Mexico,2,Sauber,C. Leclerc,37.73
2018,Mexico,2,Red Bull,M. Verstappen,37.806
2018,Mexico,2,Haas,R. Grosjean,37.855
2018,Mexico,2,Haas,K. Magnussen,37.873
2018,Mexico,2,Toro Rosso,B. Hartley,37.96
2018,Mexico,2,Williams,S. Sirotkin,38.131
2018,Mexico,2,Williams,L. Stroll,38.162
2018,Mexico,2,McLaren,F. Alonso,38.284
2018,Mexico,2,McLaren,S. Vandoorne,38.313
2018,Mexico,2,Sauber,M. Ericsson,38.34
2018,Mexico,3,Mercedes,L. Hamilton,30.663
2018,Mexico,3,Red Bull,D. Ricciardo,30.797
2018,Mexico,3,Ferrari,K. Raikkonen,30.827
2018,Mexico,3,Mercedes,V. Bottas,30.843
2018,Mexico,3,Ferrari,S. Vettel,30.856
2018,Mexico,3,Renault,N. Hulkenberg,31.246
2018,Mexico,3,Racing Point,E. Ocon,31.332
2018,Mexico,3,Sauber,C. Leclerc,31.371
2018,Mexico,3,Haas,R. Grosjean,31.387
2018,Mexico,3,Racing Point,S. Perez,31.45
2018,Mexico,3,Toro Rosso,P. Gasly,31.473
2018,Mexico,3,Red Bull,M. Verstappen,31.489
2018,Mexico,3,Toro Rosso,B. Hartley,31.502
2018,Mexico,3,Haas,K. Magnussen,31.632
2018,Mexico,3,McLaren,F. Alonso,31.707
2018,Mexico,3,Williams,S. Sirotkin,31.772
2018,Mexico,3,Sauber,M. Ericsson,31.792
2018,Mexico,3,Williams,L. Stroll,31.901
2018,Mexico,3,McLaren,S. Vandoorne,31.943
2018,Monaco,1,Mercedes,L. Hamilton,18.594
2018,Monaco,1,Red Bull,D. Ricciardo,18.638
2018,Monaco,1,Ferrari,S. Vettel,18.674
2018,Monaco,1,Mercedes,V. Bottas,18.716
2018,Monaco,1,Ferrari,K. Raikkonen,18.741
2018,Monaco,1,McLaren,F. Alonso,18.78
2018,Monaco,1,Toro Rosso,P. Gasly,18.908
2018,Monaco,1,Racing Point,S. Perez,18.988
2018,Monaco,1,McLaren,S. Vandoorne,19.008
2018,Monaco,1,Williams,S. Sirotkin,19.039
2018,Monaco,1,Renault,N. Hulkenberg,19.049
2018,Monaco,1,Racing Point,E. Ocon,19.063
2018,Monaco,1,Williams,L. Stroll,19.106
2018,Monaco,1,Sauber,C. Leclerc,19.113
2018,Monaco,1,Haas,R. Grosjean,19.16
2018,Monaco,1,Toro Rosso,B. Hartley,19.25
2018,Monaco,1,Sauber,M. Ericsson,19.346
2018,Monaco,1,Haas,K. Magnussen,19.362
2018,Monaco,2,Red Bull,D. Ricciardo,33.392
2018,Monaco,2,Ferrari,S. Vettel,33.443
2018,Monaco,2,Mercedes,L. Hamilton,33.446
2018,Monaco,2,Ferrari,K. Raikkonen,33.508
2018,Monaco,2,Mercedes,V. Bottas,33.702
2018,Monaco,2,Toro Rosso,P. Gasly,33.789
2018,Monaco,2,Racing Point,E. Ocon,33.795
2018,Monaco,2,Racing Point,S. Perez,33.906
2018,Monaco,2,McLaren,F. Alonso,33.936
2018,Monaco,2,Renault,N. Hulkenberg,33.941
2018,Monaco,2,Haas,R. Grosjean,34.035
2018,Monaco,2,Sauber,C. Leclerc,34.105
2018,Monaco,2,McLaren,S. Vandoorne,34.129
2018,Monaco,2,Williams,S. Sirotkin,34.183
2018,Monaco,2,Sauber,M. Ericsson,34.324
2018,Monaco,2,Toro Rosso,B. Hartley,34.343
2018,Monaco,2,Haas,K. Magnussen,34.441
2018,Monaco,2,Williams,L. Stroll,34.464
2018,Monaco,3,Red Bull,D. Ricciardo,18.779
2018,Monaco,3,Ferrari,S. Vettel,18.922
2018,Monaco,3,Ferrari,K. Raikkonen,18.987
2018,Monaco,3,Mercedes,V. Bottas,18.994
2018,Monaco,3,Mercedes,L. Hamilton,19.061
2018,Monaco,3,McLaren,S. Vandoorne,19.141
2018,Monaco,3,Renault,N. Hulkenberg,19.17
2018,Monaco,3,McLaren,F. Alonso,19.198
2018,Monaco,3,Racing Point,E. Ocon,19.203
2018,Monaco,3,Racing Point,S. Perez,19.226
2018,Monaco,3,Williams,S. Sirotkin,19.229
2018,Monaco,3,Toro Rosso,P. Gasly,19.259
2018,Monaco,3,Sauber,C. Leclerc,19.34
2018,Monaco,3,Haas,R. Grosjean,19.373
2018,Monaco,3,Haas,K. Magnussen,19.491
2018,Monaco,3,Toro Rosso,B. Hartley,19.532
2018,Monaco,3,Sauber,M. Ericsson,19.595
2018,Monaco,3,Williams,L. Stroll,19.631
2018,Russia,1,Mercedes,L. Hamilton,33.094
2018,Russia,1,Ferrari,K. Raikkonen,33.222
2018,Russia,1,Mercedes,V. Bottas,33.321
2018,Russia,1,Ferrari,S. Vettel,33.38
2018,Russia,1,Sauber,C. Leclerc,33.716
2018,Russia,1,Racing Point,E. Ocon,33.804
2018,Russia,1,Racing Point,S. Perez,33.84
2018,Russia,1,Haas,K. Magnussen,33.843
2018,Russia,1,Sauber,M. Ericsson,33.867
2018,Russia,1,Haas,R. Grosjean,33.966
2018,Russia,1,Williams,S. Sirotkin,34.02
2018,Russia,1,Red Bull,M. Verstappen,34.027
2018,Russia,1,Red Bull,D. Ricciardo,34.104
2018,Russia,1,Williams,L. Stroll,34.129
2018,Russia,1,Renault,N. Hulkenberg,34.341
2018,Russia,1,Toro Rosso,P. Gasly,34.376
2018,Russia,1,McLaren,S. Vandoorne,34.426
2018,Russia,1,Toro Rosso,B. Hartley,34.502
2018,Russia,1,McLaren,F. Alonso,34.846
2018,Russia,2,Mercedes,V. Bottas,31.292
2018,Russia,2,Ferrari,S. Vettel,31.419
2018,Russia,2,Mercedes,L. Hamilton,31.438
2018,Russia,2,Ferrari,K. Raikkonen,31.54
2018,Russia,2,Red Bull,D. Ricciardo,32.007
2018,Russia,2,Haas,K. Magnussen,32.065
2018,Russia,2,Red Bull,M. Verstappen,32.066
2018,Russia,2,Racing Point,E. Ocon,32.181
2018,Russia,2,Sauber,C. Leclerc,32.268
2018,Russia,2,Racing Point,S. Perez,32.282
2018,Russia,2,Haas,R. Grosjean,32.288
2018,Russia,2,Sauber,M. Ericsson,32.324
2018,Russia,2,Toro Rosso,P. Gasly,32.647
2018,Russia,2,Renault,N. Hulkenberg,32.746
2018,Russia,2,Toro Rosso,B. Hartley,32.778
2018,Russia,2,McLaren,F. Alonso,32.815
2018,Russia,2,Williams,L. Stroll,33.036
2018,Russia,2,Williams,S. Sirotkin,33.04
2018,Russia,2,McLaren,S. Vandoorne,33.349
2018,Russia,3,Mercedes,V. Bottas,26.774
2018,Russia,3,Mercedes,L. Hamilton,26.798
2018,Russia,3,Red Bull,M. Verstappen,26.864
2018,Russia,3,Ferrari,S. Vettel,27.081
2018,Russia,3,Red Bull,D. Ricciardo,27.084
2018,Russia,3,Ferrari,K. Raikkonen,27.182
2018,Russia,3,Haas,R. Grosjean,27.197
2018,Russia,3,Haas,K. Magnussen,27.233
2018,Russia,3,Racing Point,E. Ocon,27.285
2018,Russia,3,Racing Point,S. Perez,27.327
2018,Russia,3,Sauber,C. Leclerc,27.339
2018,Russia,3,Toro Rosso,P. Gasly,27.349
2018,Russia,3,Sauber,M. Ericsson,27.524
2018,Russia,3,Renault,N. Hulkenberg,27.544
2018,Russia,3,Toro Rosso,B. Hartley,27.571
2018,Russia,3,McLaren,F. Alonso,27.843
2018,Russia,3,McLaren,S. Vandoorne,28.139
2018,Russia,3,Williams,S. Sirotkin,28.256
2018,Russia,3,Williams,L. Stroll,29.003
2018,Singapore,1,Ferrari,S. Vettel,26.207
2018,Singapore,1,Mercedes,L. Hamilton,26.263
2018,Singapore,1,Ferrari,K. Raikkonen,26.296
2018,Singapore,1,Red Bull,M. Verstappen,26.415
2018,Singapore,1,Mercedes,V. Bottas,26.461
2018,Singapore,1,Red Bull,D. Ricciardo,26.536
2018,Singapore,1,Haas,R. Grosjean,26.772
2018,Singapore,1,Racing Point,S. Perez,26.806
2018,Singapore,1,McLaren,F. Alonso,26.84
2018,Singapore,1,Racing Point,E. Ocon,26.853
2018,Singapore,1,Sauber,C. Leclerc,26.94
2018,Singapore,1,Sauber,M. Ericsson,26.969
2018,Singapore,1,Renault,N. Hulkenberg,26.994
2018,Singapore,1,McLaren,S. Vandoorne,27.119
2018,Singapore,1,Toro Rosso,P. Gasly,27.121
2018,Singapore,1,Haas,K. Magnussen,27.136
2018,Singapore,1,Toro Rosso,B. Hartley,27.324
2018,Singapore,1,Williams,L. Stroll,27.364
2018,Singapore,1,Williams,S. Sirotkin,27.455
2018,Singapore,2,Red Bull,M. Verstappen,36.857
2018,Singapore,2,Mercedes,L. Hamilton,36.967
2018,Singapore,2,Mercedes,V. Bottas,37.284
2018,Singapore,2,Ferrari,S. Vettel,37.315
2018,Singapore,2,Ferrari,K. Raikkonen,37.344
2018,Singapore,2,Red Bull,D. Ricciardo,37.453
2018,Singapore,2,Racing Point,S. Perez,37.724
2018,Singapore,2,Haas,R. Grosjean,37.737
2018,Singapore,2,Racing Point,E. Ocon,37.867
2018,Singapore,2,Sauber,C. Leclerc,37.873
2018,Singapore,2,Renault,N. Hulkenberg,37.882
2018,Singapore,2,McLaren,F. Alonso,38.065
2018,Singapore,2,Sauber,M. Ericsson,38.141
2018,Singapore,2,Toro Rosso,P. Gasly,38.28
2018,Singapore,2,Haas,K. Magnussen,38.369
2018,Singapore,2,Toro Rosso,B. Hartley,38.4
2018,Singapore,2,McLaren,S. Vandoorne,38.648
2018,Singapore,2,Williams,L. Stroll,39.026
2018,Singapore,2,Williams,S. Sirotkin,39.154
2018,Singapore,3,Mercedes,L. Hamilton,32.785
2018,Singapore,3,Red Bull,M. Verstappen,32.91
2018,Singapore,3,Mercedes,V. Bottas,32.95
2018,Singapore,3,Red Bull,D. Ricciardo,33.007
2018,Singapore,3,Ferrari,S. Vettel,33.045
2018,Singapore,3,Ferrari,K. Raikkonen,33.139
2018,Singapore,3,Racing Point,S. Perez,33.455
2018,Singapore,3,Renault,N. Hulkenberg,33.501
2018,Singapore,3,Racing Point,E. Ocon,33.634
2018,Singapore,3,Haas,R. Grosjean,33.693
2018,Singapore,3,McLaren,F. Alonso,33.722
2018,Singapore,3,Sauber,C. Leclerc,33.855
2018,Singapore,3,McLaren,S. Vandoorne,34.04
2018,Singapore,3,Toro Rosso,P. Gasly,34.049
2018,Singapore,3,Haas,K. Magnussen,34.059
2018,Singapore,3,Toro Rosso,B. Hartley,34.085
2018,Singapore,3,Sauber,M. Ericsson,34.148
2018,Singapore,3,Williams,S. Sirotkin,34.531
2018,Singapore,3,Williams,L. Stroll,34.944
2018,Spain,1,Mercedes,L. Hamilton,21.525
2018,Spain,1,Mercedes,V. Bottas,21.528
2018,Spain,1,Ferrari,S. Vettel,21.551
2018,Spain,1,Ferrari,K. Raikkonen,21.697
2018,Spain,1,Red Bull,D. Ricciardo,21.819
2018,Spain,1,Haas,K. Magnussen,21.842
2018,Spain,1,Haas,R. Grosjean,21.867
2018,Spain,1,Red Bull,M. Verstappen,21.9
2018,Spain,1,Racing Point,E. Ocon,22.025
2018,Spain,1,Racing Point,S. Perez,22.027
2018,Spain,1,McLaren,F. Alonso,22.048
2018,Spain,1,Sauber,C. Leclerc,22.078
2018,Spain,1,Toro Rosso,P. Gasly,22.119
2018,Spain,1,Williams,S. Sirotkin,22.19
2018,Spain,1,McLaren,S. Vandoorne,22.196
2018,Spain,1,Williams,L. Stroll,22.219
2018,Spain,1,Sauber,M. Ericsson,22.279
2018,Spain,1,Renault,N. Hulkenberg,22.412
2018,Spain,2,Mercedes,L. Hamilton,28.316
2018,Spain,2,Mercedes,V. Bottas,28.366
2018,Spain,2,Ferrari,S. Vettel,28.555
2018,Spain,2,Ferrari,K. Raikkonen,28.561
2018,Spain,2,Red Bull,M. Verstappen,28.609
2018,Spain,2,Red Bull,D. Ricciardo,28.687
2018,Spain,2,Haas,K. Magnussen,28.894
2018,Spain,2,McLaren,F. Alonso,28.913
2018,Spain,2,Haas,R. Grosjean,29.011
2018,Spain,2,McLaren,S. Vandoorne,29.199
2018,Spain,2,Toro Rosso,P. Gasly,29.289
2018,Spain,2,Sauber,C. Leclerc,29.358
2018,Spain,2,Renault,N. Hulkenberg,29.544
2018,Spain,2,Racing Point,E. Ocon,29.56
2018,Spain,2,Racing Point,S. Perez,29.564
2018,Spain,2,Sauber,M. Ericsson,29.75
2018,Spain,2,Williams,S. Sirotkin,29.779
2018,Spain,2,Williams,L. Stroll,30.066
2018,Spain,3,Red Bull,D. Ricciardo,26.159
2018,Spain,3,Ferrari,S. Vettel,26.199
2018,Spain,3,Red Bull,M. Verstappen,26.307
2018,Spain,3,Mercedes,V. Bottas,26.319
2018,Spain,3,Mercedes,L. Hamilton,26.326
2018,Spain,3,Ferrari,K. Raikkonen,26.34
2018,Spain,3,McLaren,F. Alonso,26.689
2018,Spain,3,Haas,K. Magnussen,26.771
2018,Spain,3,Haas,R. Grosjean,26.81
2018,Spain,3,Toro Rosso,P. Gasly,26.843
2018,Spain,3,McLaren,S. Vandoorne,26.858
2018,Spain,3,Renault,N. Hulkenberg,26.967
2018,Spain,3,Racing Point,E. Ocon,27.028
2018,Spain,3,Racing Point,S. Perez,27.106
2018,Spain,3,Sauber,C. Leclerc,27.157
2018,Spain,3,Sauber,M. Ericsson,27.36
2018,Spain,3,Williams,S. Sirotkin,27.544
2018,Spain,3,Williams,L. Stroll,27.576
2018,United-States,1,Ferrari,S. Vettel,26.687
2018,United-States,1,Ferrari,K. Raikkonen,26.793
2018,United-States,1,Mercedes,L. Hamilton,26.867
2018,United-States,1,Red Bull,M. Verstappen,26.929
2018,United-States,1,Mercedes,V. Bottas,26.995
2018,United-States,1,Sauber,C. Leclerc,27.008
2018,United-States,1,Sauber,M. Ericsson,27.121
2018,United-States,1,Red Bull,D. Ricciardo,27.131
2018,United-States,1,Racing Point,S. Perez,27.141
2018,United-States,1,Racing Point,E. Ocon,27.189
2018,United-States,1,Haas,K. Magnussen,27.212
2018,United-States,1,Haas,R. Grosjean,27.225
2018,United-States,1,Renault,N. Hulkenberg,27.233
2018,United-States,1,Williams,L. Stroll,27.26
2018,United-States,1,Williams,S. Sirotkin,27.299
2018,United-States,1,Toro Rosso,P. Gasly,27.383
2018,United-States,1,Toro Rosso,B. Hartley,27.42
2018,United-States,1,McLaren,S. Vandoorne,27.438
2018,United-States,1,McLaren,F. Alonso,27.611
2018,United-States,2,Red Bull,D. Ricciardo,28.353
2018,United-States,2,Mercedes,V. Bottas,28.528
2018,United-States,2,Red Bull,M. Verstappen,28.539
2018,United-States,2,Mercedes,L. Hamilton,28.612
2018,United-States,2,Ferrari,S. Vettel,28.756
2018,United-States,2,Ferrari,K. Raikkonen,28.771
2018,United-States,2,Renault,N. Hulkenberg,28.997
2018,United-States,2,Sauber,C. Leclerc,29.103
2018,United-States,2,McLaren,F. Alonso,29.274
2018,United-States,2,Racing Point,E. Ocon,29.392
2018,United-States,2,Sauber,M. Ericsson,29.434
2018,United-States,2,Racing Point,S. Perez,29.459
2018,United-States,2,McLaren,S. Vandoorne,29.528
2018,United-States,2,Toro Rosso,B. Hartley,29.571
2018,United-States,2,Haas,R. Grosjean,29.609
2018,United-States,2,Toro Rosso,P. Gasly,29.725
2018,United-States,2,Haas,K. Magnussen,29.857
2018,United-States,2,Williams,S. Sirotkin,30.061
2018,United-States,2,Williams,L. Stroll,30.082
2018,United-States,3,Red Bull,D. Ricciardo,19.275
2018,United-States,3,Red Bull,M. Verstappen,19.315
2018,United-States,3,Mercedes,L. Hamilton,19.341
2018,United-States,3,Mercedes,V. Bottas,19.52
2018,United-States,3,Ferrari,S. Vettel,19.527
2018,United-States,3,Renault,N. Hulkenberg,19.536
2018,United-States,3,Racing Point,S. Perez,19.642
2018,United-States,3,Racing Point,E. Ocon,19.669
2018,United-States,3,Toro Rosso,B. Hartley,19.688
2018,United-States,3,Ferrari,K. Raikkonen,19.692
2018,United-States,3,Toro Rosso,P. Gasly,19.72
2018,United-States,3,Sauber,M. Ericsson,19.808
2018,United-States,3,Sauber,C. Leclerc,19.83
2018,United-States,3,McLaren,F. Alonso,19.936
2018,United-States,3,McLaren,S. Vandoorne,20
2018,United-States,3,Haas,R. Grosjean,20.073
2018,United-States,3,Williams,L. Stroll,20.206
2018,United-States,3,Williams,S. Sirotkin,20.273
2018,United-States,3,Haas,K. Magnussen,20.286
2019,Abu-Dhabi,1,Ferrari,S. Vettel,16.782
2019,Abu-Dhabi,1,Ferrari,C. Leclerc,16.804
2019,Abu-Dhabi,1,Mercedes,L. Hamilton,16.903
2019,Abu-Dhabi,1,Mercedes,V. Bottas,16.964
2019,Abu-Dhabi,1,Red Bull,M. Verstappen,16.967
2019,Abu-Dhabi,1,Red Bull,A. Albon,17.06
2019,Abu-Dhabi,1,McLaren,C. Sainz,17.089
2019,Abu-Dhabi,1,Renault,D. Ricciardo,17.103
2019,Abu-Dhabi,1,McLaren,L. Norris,17.116
2019,Abu-Dhabi,1,Renault,N. Hulkenberg,17.121
2019,Abu-Dhabi,1,Racing Point,S. Perez,17.157
2019,Abu-Dhabi,1,Haas,K. Magnussen,17.174
2019,Abu-Dhabi,1,Racing Point,L. Stroll,17.184
2019,Abu-Dhabi,1,Toro Rosso,P. Gasly,17.192
2019,Abu-Dhabi,1,Toro Rosso,D. Kvyat,17.248
2019,Abu-Dhabi,1,Sauber,A. Giovinazzi,17.288
2019,Abu-Dhabi,1,Haas,R. Grosjean,17.339
2019,Abu-Dhabi,1,Sauber,K. Raikkonen,17.348
2019,Abu-Dhabi,1,Williams,G. Russell,17.39
2019,Abu-Dhabi,1,Williams,R. Kubica,17.466
2019,Abu-Dhabi,2,Ferrari,S. Vettel,40.488
2019,Abu-Dhabi,2,Ferrari,C. Leclerc,40.521
2019,Abu-Dhabi,2,Mercedes,L. Hamilton,40.561
2019,Abu-Dhabi,2,Red Bull,M. Verstappen,40.648
2019,Abu-Dhabi,2,Mercedes,V. Bottas,40.672
2019,Abu-Dhabi,2,McLaren,C. Sainz,40.835
2019,Abu-Dhabi,2,Red Bull,A. Albon,40.9
2019,Abu-Dhabi,2,McLaren,L. Norris,41.086
2019,Abu-Dhabi,2,Renault,D. Ricciardo,41.09
2019,Abu-Dhabi,2,Renault,N. Hulkenberg,41.123
2019,Abu-Dhabi,2,Racing Point,S. Perez,41.195
2019,Abu-Dhabi,2,Racing Point,L. Stroll,41.219
2019,Abu-Dhabi,2,Haas,K. Magnussen,41.26
2019,Abu-Dhabi,2,Toro Rosso,D. Kvyat,41.306
2019,Abu-Dhabi,2,Toro Rosso,P. Gasly,41.392
2019,Abu-Dhabi,2,Haas,R. Grosjean,41.623
2019,Abu-Dhabi,2,Sauber,K. Raikkonen,41.675
2019,Abu-Dhabi,2,Sauber,A. Giovinazzi,41.731
2019,Abu-Dhabi,2,Williams,G. Russell,41.816
2019,Abu-Dhabi,2,Williams,R. Kubica,42.142
2019,Abu-Dhabi,3,Mercedes,L. Hamilton,37.235
2019,Abu-Dhabi,3,Mercedes,V. Bottas,37.322
2019,Abu-Dhabi,3,Red Bull,M. Verstappen,37.349
2019,Abu-Dhabi,3,Red Bull,A. Albon,37.677
2019,Abu-Dhabi,3,Ferrari,C. Leclerc,37.871
2019,Abu-Dhabi,3,Ferrari,S. Vettel,37.99
2019,Abu-Dhabi,3,McLaren,L. Norris,38.234
2019,Abu-Dhabi,3,Renault,D. Ricciardo,38.263
2019,Abu-Dhabi,3,McLaren,C. Sainz,38.313
2019,Abu-Dhabi,3,Toro Rosso,D. Kvyat,38.445
2019,Abu-Dhabi,3,Toro Rosso,P. Gasly,38.446
2019,Abu-Dhabi,3,Renault,N. Hulkenberg,38.466
2019,Abu-Dhabi,3,Racing Point,S. Perez,38.585
2019,Abu-Dhabi,3,Racing Point,L. Stroll,38.7
2019,Abu-Dhabi,3,Haas,K. Magnussen,38.809
2019,Abu-Dhabi,3,Haas,R. Grosjean,38.96
2019,Abu-Dhabi,3,Sauber,A. Giovinazzi,39.095
2019,Abu-Dhabi,3,Sauber,K. Raikkonen,39.36
2019,Abu-Dhabi,3,Williams,G. Russell,39.485
2019,Abu-Dhabi,3,Williams,R. Kubica,39.628
2019,Australia,1,Mercedes,L. Hamilton,26.613
2019,Australia,1,Mercedes,V. Bottas,26.653
2019,Australia,1,Red Bull,M. Verstappen,26.815
2019,Australia,1,Ferrari,S. Vettel,26.936
2019,Australia,1,Ferrari,C. Leclerc,26.949
2019,Australia,1,Haas,R. Grosjean,27.1
2019,Australia,1,Haas,K. Magnussen,27.174
2019,Australia,1,Sauber,K. Raikkonen,27.195
2019,Australia,1,McLaren,L. Norris,27.246
2019,Australia,1,Racing Point,S. Perez,27.307
2019,Australia,1,Renault,N. Hulkenberg,27.366
